,maleCount,femaleCount,goingDT,leavingDT
1357,20,5,0,1
1358,23,5,1,3
1359,24,4,1,3
1360,22,3,1,3
1361,20,2,1,3
1362,21,2,1,3
1363,18,1,1,3
1364,20,2,1,2
1365,19,2,1,2
1366,18,2,1,2
1367,20,3,2,2
1368,19,3,3,3
1369,16,3,3,2
1370,15,4,3,2
1371,12,4,3,2
1372,12,4,3,2
1373,12,4,3,2
1374,12,4,2,1
1375,12,3,2,1
1376,11,3,2,1
1377,11,3,2,1
1378,10,4,2,1
1379,10,4,1,1
1380,13,4,2,2
1381,12,5,1,2
1382,13,5,1,2
1383,17,5,2,2
1384,15,5,2,2
1385,14,6,2,2
1386,13,6,2,2
1387,12,4,2,2
1388,11,5,3,2
1389,9,5,3,2
1390,9,5,3,2
1391,7,4,2,3
1392,8,3,1,2
1393,9,4,1,2
1394,9,4,1,2
1395,9,5,1,2
1396,10,4,1,2
1397,11,2,0,2
1398,11,2,1,2
1399,11,1,1,2
1400,10,0,1,1
1401,9,0,1,1
1402,7,0,1,1
1403,7,0,1,1
1404,6,0,1,0
1405,6,1,2,1
1406,6,2,2,1
1407,6,2,2,1
1408,6,2,1,1
1409,5,1,1,1
1410,6,1,1,1
1411,6,1,1,1
1412,5,2,1,1
1413,6,4,2,2
1414,7,4,2,3
1415,6,3,2,3
1416,6,2,1,2
1417,7,2,1,2
1418,7,2,1,2
1419,6,1,0,2
1420,6,1,0,1
1421,7,1,0,1
1422,6,1,0,1
1423,5,1,0,1
1424,6,1,0,1
1425,6,1,0,1
1426,6,1,0,1
1427,6,1,0,1
1428,6,1,0,1
1429,6,1,0,1
1430,8,1,0,1
1431,9,1,0,1
1432,8,0,0,1
1433,7,0,0,1
1434,6,0,0,1
1435,8,0,1,1
1436,9,0,1,1
1437,7,0,1,1
1438,7,0,1,1
1439,7,0,1,0
1440,6,0,1,0
1441,4,0,1,0
1442,4,0,1,0
1443,3,0,1,0
1444,3,0,1,0
1445,2,0,0,0
1446,2,0,0,0
1447,2,0,0,0
1448,2,0,0,0
1449,2,0,0,0
1450,2,0,0,0
1451,2,0,0,0
1452,2,0,0,0
1453,2,0,0,0
1454,2,0,0,0
1455,1,0,0,0
1456,1,0,0,0
1457,1,0,0,0
1458,1,0,0,0
1459,0,0,0,0
1460,0,0,0,0
1461,0,0,0,0
1462,0,0,0,0
1463,0,0,0,0
1464,0,0,0,0
1465,0,0,0,0
1466,0,0,0,0
1467,0,0,0,0
1468,0,0,0,0
1469,0,0,0,0
1470,0,0,0,0
1471,0,0,0,0
1472,0,0,0,0
1473,0,0,0,0
1474,0,0,0,0
1475,0,0,0,0
1476,0,0,0,0
1477,0,0,0,0
1478,0,0,0,0
1479,0,0,0,0
1480,0,0,0,0
1481,0,0,0,0
1482,0,0,0,0
1483,0,0,0,0
1484,0,0,0,0
1485,0,0,0,0
1486,0,0,0,0
1487,0,0,0,0
1488,0,0,0,0
1489,0,0,0,0
1490,0,0,0,0
1491,0,0,0,0
1492,0,0,0,0
1493,0,0,0,0
1494,0,0,0,0
1495,0,0,0,0
1496,0,0,0,0
1497,0,0,0,0
1498,0,0,0,0
1499,0,0,0,0
1500,0,0,0,0
1501,0,0,0,0
1502,0,0,0,0
1503,0,0,0,0
1504,0,0,0,0
1505,0,0,0,0
1506,0,0,0,0
1507,0,0,0,0
1508,0,0,0,0
1509,0,0,0,0
1510,0,0,0,0
1511,0,0,0,0
1512,0,0,0,0
1513,0,0,0,0
1514,0,0,0,0
1515,0,0,0,0
1516,0,0,0,0
1517,0,0,0,0
1518,0,0,0,0
1519,0,0,0,0
1520,0,0,0,0
1521,0,0,0,0
1522,0,0,0,0
1523,0,0,0,0
1524,0,0,0,0
1525,0,0,0,0
1526,0,0,0,0
1527,0,0,0,0
1528,0,0,0,0
1529,0,0,0,0
1530,0,0,0,0
1531,0,0,0,0
1532,0,0,0,0
1533,0,0,0,0
1534,0,0,0,0
1535,0,0,0,0
1536,0,0,0,0
1537,0,0,0,0
1538,0,0,0,0
1539,0,0,0,0
1540,0,0,0,0
1541,0,0,0,0
1542,0,0,0,0
1543,0,0,0,0
1544,0,0,0,0
1545,0,0,0,0
1546,0,0,0,0
1547,0,0,0,0
1548,0,0,0,0
1549,0,0,0,0
1550,0,0,0,0
1551,0,0,0,0
1552,0,0,0,0
1553,0,0,0,0
1554,0,0,0,0
1555,0,0,0,0
1556,0,0,0,0
1557,0,0,0,0
1558,0,0,0,0
1559,0,0,0,0
1560,0,0,0,0
1561,0,0,0,0
1562,0,0,0,0
1563,0,0,0,0
1564,0,0,0,0
1565,0,0,0,0
1566,0,0,0,0
1567,0,0,0,0
1568,0,0,0,0
1569,0,0,0,0
1570,0,0,0,0
1571,0,0,0,0
1572,0,0,0,0
1573,0,0,0,0
1574,0,0,0,0
1575,0,0,0,0
1576,0,0,0,0
1577,0,0,0,0
1578,0,0,0,0
1579,0,0,0,0
1580,0,0,0,0
1581,0,0,0,0
1582,0,0,0,0
1583,0,0,0,0
1584,0,0,0,0
1585,0,0,0,0
1586,0,0,0,0
1587,0,0,0,0
1588,0,0,0,0
1589,0,0,0,0
1590,0,0,0,0
1591,0,0,0,0
1592,0,0,0,0
1593,0,0,0,0
1594,0,0,0,0
1595,0,0,0,0
1596,0,0,0,0
1597,0,0,0,0
1598,0,0,0,0
1599,0,0,0,0
1600,0,0,0,0
1601,0,0,0,0
1602,0,0,0,0
1603,0,0,0,0
1604,0,0,0,0
1605,0,0,0,0
1606,0,0,0,0
1607,0,0,0,0
1608,0,0,0,0
1609,0,0,0,0
1610,0,0,0,0
1611,0,0,0,0
1612,0,0,0,0
1613,0,0,0,0
1614,0,0,0,0
1615,0,0,0,0
1616,0,0,0,0
1617,0,0,0,0
1618,0,0,0,0
1619,0,0,0,0
1620,0,0,0,0
1621,0,0,0,0
1622,0,0,0,0
1623,0,0,0,0
1624,0,0,0,0
1625,0,0,0,0
1626,0,0,0,0
1627,0,0,0,0
1628,0,0,0,0
1629,0,0,0,0
1630,0,0,0,0
1631,0,0,0,0
1632,0,0,0,0
1633,0,0,0,0
1634,0,0,0,0
1635,0,0,0,0
1636,0,0,0,0
1637,0,0,0,0
1638,0,0,0,0
1639,0,0,0,0
1640,0,0,0,0
1641,0,0,0,0
1642,0,0,0,0
1643,0,0,0,0
1644,0,0,0,0
1645,0,0,0,0
1646,0,0,0,0
1647,0,0,0,0
1648,0,0,0,0
1649,0,0,0,0
1650,0,0,0,0
1651,0,0,0,0
1652,0,0,0,0
1653,0,0,0,0
1654,0,0,0,0
1655,0,0,0,0
1656,0,0,0,0
1657,0,0,0,0
1658,0,0,0,0
1659,0,0,0,0
1660,0,0,0,0
1661,0,0,0,0
1662,0,0,0,0
1663,0,0,0,0
1664,0,0,0,0
1665,0,0,0,0
1666,0,0,0,0
1667,0,0,0,0
1668,0,0,0,0
1669,0,0,0,0
1670,0,0,0,0
1671,0,0,0,0
1672,0,0,0,0
1673,0,0,0,0
1674,0,0,0,0
1675,0,0,0,0
1676,0,0,0,0
1677,0,0,0,0
1678,0,0,0,0
1679,0,0,0,0
